nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,observacao,confianca
Zhong Neng Power Tech Devdopment Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Zhong Neng Power Technology Devdopment Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Beijing Intspace Tech Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Beijing Intspace Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Agron,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Agron,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Better Life Commercial Chain Share Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Better Life Commercial Chain Share Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Natl Inst Hlth Sci,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,National Institute Health Science,Não cadastrar como instituição de ensino principal.,Alta
Horizon Hlth Network,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Horizon Health Network,Não cadastrar como instituição de ensino principal.,Alta
Corp Politecn Costa Atlant,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Corp Politécnica Costa Atlant,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Indigo Ag,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Indigo Ag,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Buckley Valley Dist Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Buckley Valley Dist Hospital,Não cadastrar como instituição de ensino principal.,Alta
Univalsoft Joint Stock Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Univalsoft Joint Stock Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hlth Agr Inst Yangtze River Delta Zhejiang Co Ltd,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Health Agricultural Institute Yangtze River Delta Zhejiang Co Ltd,Não cadastrar como instituição de ensino principal.,Alta
Jio Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Jio Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Natl Key Lab Multiperch Vehicle Prop Syst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,National Key Lab Multiperch Vehicle Prop Syst,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Soc Espanola Farm Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Soc Espanola Farm Hospital,Não cadastrar como instituição de ensino principal.,Alta
Favero Engn Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Favero Engineering Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
CosterGroup Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,CosterGroup Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
ARHS Dev Italia SRL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ARHS Dev Italia SRL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Boston Childrens Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Boston Childrens Hospital,Não cadastrar como instituição de ensino principal.,Alta
Kathmandu Inst Child Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kathmandu Institute Child Health,Não cadastrar como instituição de ensino principal.,Alta
Partners Hlth Abwenzi Umoyo,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Partners Health Abwenzi Umoyo,Não cadastrar como instituição de ensino principal.,Alta
Texas Childrens Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Texas Childrens Hospital,Não cadastrar como instituição de ensino principal.,Alta
Oliver Agro SRL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Oliver Agro SRL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Applicon Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Applicon Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
WeSmart Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,WeSmart Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Technopon Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Technopon Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Govt West Bengal,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt West Bengal,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Intel,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Intel,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hunan Canc Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Hunan Canc Hospital,Não cadastrar como instituição de ensino principal.,Alta
Turpan City Peoples Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Turpan City Peoples Hospital,Não cadastrar como instituição de ensino principal.,Alta
Ningbo Solartron Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ningbo Solartron Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
UnionPay Int Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,UnionPay Int Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Alice Springs Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Alice Springs Hospital,Não cadastrar como instituição de ensino principal.,Alta
Ochre Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Ochre Med Center,Não cadastrar como instituição de ensino principal.,Alta
Walgett Aboriginal Med Serv Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Walgett Aboriginal Med Serv Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Merredin Dist Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Merredin Dist Hospital,Não cadastrar como instituição de ensino principal.,Alta
NASA Ctr Climate Simulat,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,NASA Center Climate Simulat,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Nyanza Reprod Hlth Soc,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Nyanza Reprod Health Soc,Não cadastrar como instituição de ensino principal.,Alta
Yantai Spring Sea AquaSeed Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Yantai Spring Sea AquaSeed Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BioTecnol BT Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BioTecnol BT Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
AKVA Grp ASA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,AKVA Grp ASA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Tongxiang First Peoples Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Tongxiang First Peoples Hospital,Não cadastrar como instituição de ensino principal.,Alta
Pucheng Cty Hosp Tradit Chinese Med,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Pucheng Cty Hospital Tradit Chinese Med,Não cadastrar como instituição de ensino principal.,Alta
Jiying XiaMen Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Jiying XiaMen Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Xiamen Cingene Sci & Technol Co LTD,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Xiamen Cingene Science & Technology Co LTD,Padrão de empresa privada ou centro de P&D corporativo.,Alta
First Hosp Nanping,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,First Hospital Nanping,Não cadastrar como instituição de ensino principal.,Alta
Henan Key Lab Earth Syst Observat & Modeling,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Henan Key Lab Earth Syst Observat & Modeling,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Tencent AI Lab,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Tencent AI Lab,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hebei Software Inst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hebei Software Institute,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Kobayashi Pharmaceut Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Kobayashi Pharmaceut Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Meiji Holdings Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Meiji Holdings Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Megmilk Snow Brand Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Megmilk Snow Brand Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Kao Corp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Kao Corp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fuji Oil Holdings Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Fuji Oil Holdings Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Morinaga & Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Morinaga & Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Morinaga Milk Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Morinaga Milk Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Trop Sistemas & Telecomunicac Amazon Ltda,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Trop Sistemas & Telecomunicac Amazon Ltda,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Upper Peninsula Hlth Care Network,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Upper Peninsula Health Care Network,Não cadastrar como instituição de ensino principal.,Alta
Munson Healthcare Inc,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Munson Healthcare Inc,Não cadastrar como instituição de ensino principal.,Alta
Deloitte Touche LLP,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Deloitte Touche LLP,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dongguan Yixiang Liquid Fertilizer Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Dongguan Yixiang Liquid Fertilizer Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
State Grid Corp China,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,State Grid Corp China,Padrão de empresa privada ou centro de P&D corporativo.,Alta
HEF World Agr Syst Ctr,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,HEF World Agricultural Syst Center,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Keio Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Keio Hospital,Não cadastrar como instituição de ensino principal.,Alta
BIOCEANOR SAS,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BIOCEANOR SAS,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Google Deepmind,mover_para_organizacoes,organizacoes,Empresa / centro de pesquisa corporativo,Google DeepMind,Unificar grafia.,Alta
Dept Atmospher Phys,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Atmospher Phys,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Swedish Environm Protect Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Swedish Environment Protect Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Sierra Leone Meteorol Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Sierra Leone Meteorol Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
German Fed Environm Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,German Federal Environment Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
ENVEO Environm Earth Observat It GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ENVEO Environment Earth Observat It GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Grp Earth Observat GEO,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Grp Earth Observat GEO,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Retina Clin,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Retina Clin,Não cadastrar como instituição de ensino principal.,Alta
Chongqing Sinopig High tech Grp Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Chongqing Sinopig High Technology Grp Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
United States Dept Agr,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,United States Department Agricultural,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
