valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
FL 32351 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32351,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VT 05301 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VT,Vermont,05301,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19107 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19107,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20740 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20740,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 08854 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,08854,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32307 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02142 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02142,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DC 20008 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DC,District of Columbia,20008,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33146 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33146,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 39470 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,39470,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80045 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80045,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NH 03824 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NH,New Hampshire,03824,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30308 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30308,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 31794 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,31794,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AR 72704 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,72704,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 17822 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,17822,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 07043 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,07043,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60637 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60637,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DC 20577 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DC,District of Columbia,20577,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48063 USA,2,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48063,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 01366 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,01366,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02135 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02135,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 17057 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,17057,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32610 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32610,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55164,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55164,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OK 73036 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OK,Oklahoma,73036,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92123 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92123,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37901 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37901,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77058 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77058,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CT 06058 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CT,Connecticut,06058,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75205 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75205,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44242 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44242,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80217 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80217,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79416 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79416,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98007 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98007,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97759 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97759,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 63460 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,63460,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 39180 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,39180,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32605 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32605,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KY 42071 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KY,Kentucky,42071,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 64093 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,64093,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SD 57703 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SD,South Dakota,57703,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 99004 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,99004,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94307 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27514 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27514,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 13346 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,13346,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 22203 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,22203,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 91711 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,91711,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32607 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32607,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98101 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98101,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93710 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93710,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NH 03102 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NH,New Hampshire,03102,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 17307 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,17307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94085 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94085,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76092 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76092,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 36830 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,36830,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10044 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10044,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
UT 84738 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,UT,Utah,84738,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 63167 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,63167,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60077 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60077,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 49007 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,49007,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 08028 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,08028,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 12504 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,12504,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
