nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Democritus Univ Thrace,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Democritus University Thrace,Democritus Univ Thrace,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Manitoba,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Manitoba,Univ Manitoba,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ibn Tofail Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ibn Tofail University,Ibn Tofail Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Tenaga Nas,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Tenaga Nas,Univ Tenaga Nas,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Erciyes Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Erciyes University,Erciyes Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Parma,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Parma,Univ Parma,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Calif Irvine,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Calif Irvine,Univ Calif Irvine,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Carnegie Mellon Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Carnegie Mellon University,Carnegie Mellon Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Taiwan Ocean Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Taiwan Ocean University,Natl Taiwan Ocean Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sheffield,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sheffield,Univ Sheffield,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Witwatersrand,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Witwatersrand,Univ Witwatersrand,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Menoufia Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Menoufia University,Menoufia Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Idaho,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Idaho,Univ Idaho,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tech Univ Denmark,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Technology University Denmark,Tech Univ Denmark,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Abomey Calavi,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Abomey Calavi,Univ Abomey Calavi,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ West England,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University West England,Univ West England,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Calif Los Angeles,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Calif Los Angeles,Univ Calif Los Angeles,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
China Med Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,China Med University,China Med Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Zhongkai Univ Agr & Engn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Zhongkai University Agricultural & Engineering,Zhongkai Univ Agr & Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Delhi,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Delhi,Univ Delhi,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Gomal Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Gomal University,Gomal Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Beijing Jiaotong Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Beijing Jiaotong University,Beijing Jiaotong Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Yildiz Tech Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Yildiz Technology University,Yildiz Tech Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Western Caspian Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Western Caspian University,Western Caspian Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Georgia Inst Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Georgia Institute Technology,Georgia Inst Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Emory Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Emory University,Emory Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Texas Dallas,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Texas Dallas,Univ Texas Dallas,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Parul Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Parul University,Parul Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Yazd Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Yazd University,Yazd Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Inst Politecn Nacl,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Institute Politécnica Nacl,Inst Politecn Nacl,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sultan Qaboos Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sultan Qaboos University,Sultan Qaboos Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Yangzhou Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Yangzhou University,Yangzhou Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ La Frontera,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University La Frontera,Univ La Frontera,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Agr,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Agricultural,Univ Agr,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Genoa,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Genoa,Univ Genoa,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Griffith Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Griffith University,Griffith Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mohammed V Univ Rabat,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mohammed V University Rabat,Mohammed V Univ Rabat,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Dongguk Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Dongguk University,Dongguk Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Penn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Penn,Univ Penn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ataturk Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ataturk University,Ataturk Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Vienna,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Vienna,Univ Vienna,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Poznan Univ Life Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Poznan University Life Science,Poznan Univ Life Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Dodoma,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Dodoma,Univ Dodoma,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Oregon State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Oregon State University,Oregon State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Peradeniya,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Peradeniya,Univ Peradeniya,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Chung Hsing Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Chung Hsing University,Natl Chung Hsing Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Waterloo,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Waterloo,Univ Waterloo,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
North South Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,North South University,North South Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
